ID,SCOTUSApproval,TrumpApproval,KnowChiefJustice,Democrat,GOP,Female,White,Black,Education,Age
1007839,3,1,1,0,0,0,1,0,10,28
1007840,2,4,1,0,1,0,1,0,12,59
1007841,3,3,1,0,0,0,1,0,10,78
1008361,3,3,0,1,0,1,1,0,12,43
1008363,3,1,1,0,0,0,1,0,14,50
1008426,3,1,1,1,0,0,1,0,10,53
1008429,1,4,1,0,1,1,1,0,10,59
1008431,3,4,0,0,1,0,1,0,9,30
1008826,2,1,0,1,0,1,1,0,12,56
1008832,3,1,1,1,0,0,1,0,13,83
1008836,2,1,1,0,0,1,1,0,9,72
1008838,3,3,0,0,1,0,1,0,13,60
1008840,3,3,1,0,1,0,1,0,13,53
1008843,2,1,1,1,0,1,0,0,12,37
1009130,3,1,1,0,0,0,1,0,13,69
1009131,3,4,1,0,1,1,1,0,9,58
1009133,3,4,1,0,1,0,1,0,11,61
1009136,3,4,1,0,1,1,1,0,12,54
1009139,1,1,1,0,0,1,1,0,15,69
1009142,3,3,0,1,0,1,0,0,10,56
1009266,4,1,0,1,0,1,1,0,12,50
1009270,2,4,1,0,1,0,1,0,11,51
1009274,1,1,0,0,0,0,0,0,10,26
1009287,3,1,1,1,0,1,1,0,13,71
1009295,2,2,1,0,1,0,1,0,8,36
1009302,2,1,1,1,0,1,1,0,11,40
1009304,3,1,1,1,0,1,1,0,12,45
1009565,1,4,1,0,0,1,1,0,10,50
1009566,3,1,1,0,0,0,1,0,12,38
1009567,3,1,1,1,0,1,1,0,9,65
1009569,3,1,1,1,0,0,0,0,12,51
1009574,2,1,1,1,0,1,0,1,9,62
1009853,3,1,1,1,0,1,1,0,13,65
1009917,3,4,0,0,1,0,1,0,11,73
1009928,3,1,1,1,0,1,1,0,14,47
1010279,2,1,1,1,0,0,1,0,15,68
1010282,2,1,1,1,0,0,1,0,15,74
1010286,1,3,1,0,0,0,1,0,10,59
1010314,3,3,1,0,0,1,1,0,11,69
1010318,2,1,1,0,0,0,1,0,10,65
1010319,2,3,1,0,1,0,1,0,11,43
1010511,2,1,0,1,0,1,0,1,11,65
1010517,2,2,1,0,0,0,1,0,12,46
1010976,1,2,1,0,1,0,1,0,12,29
1010978,2,2,1,0,1,1,1,0,11,75
1010981,3,1,1,1,0,0,1,0,13,65
1010982,3,3,1,0,0,0,1,0,12,54
1010984,2,1,1,0,0,1,1,0,14,48
1011250,3,1,1,0,0,1,1,0,13,66
1011251,3,1,1,0,1,0,1,0,13,59
1011399,4,2,1,0,0,0,1,0,13,67
1011401,3,4,1,0,1,0,1,0,11,73
1011764,3,1,1,1,0,1,1,0,13,40
1012022,2,4,0,0,1,0,1,0,9,60
1012024,2,1,1,1,0,0,1,0,10,59
1012824,3,1,1,0,0,0,1,0,13,60
1012826,1,4,1,0,0,0,1,0,9,30
1012837,3,1,1,1,0,1,1,0,10,74
1012842,3,1,1,1,0,0,1,0,11,58
1012844,3,1,1,1,0,0,1,0,11,66
1012846,3,3,1,1,0,0,1,0,12,63
1012848,1,1,0,1,0,1,0,1,10,52
1012853,3,4,1,0,1,1,1,0,11,60
1012854,3,2,1,0,1,1,1,0,12,53
1012864,1,3,1,0,1,0,1,0,10,51
1012867,2,1,0,1,0,1,1,0,11,29
1012868,4,1,1,0,0,0,1,0,12,70
1012874,3,3,1,0,1,0,1,0,12,54
1012875,3,3,1,0,1,0,1,0,13,72
1012876,3,4,1,0,1,0,1,0,15,83
1012878,2,1,1,1,0,1,1,0,12,54
1013050,3,1,1,1,0,0,1,0,13,70
1013054,3,4,1,0,1,0,1,0,13,56
1013056,2,3,1,0,1,0,1,0,12,50
1013057,2,1,1,1,0,0,1,0,12,63
1013058,2,1,1,1,0,0,1,0,12,64
1013059,2,4,1,0,0,0,1,0,12,50
1013061,3,1,0,1,0,0,0,1,12,55
1013073,3,1,1,0,0,0,1,0,9,91
1013074,2,1,1,0,0,0,1,0,12,72
1013179,2,2,0,0,0,1,1,0,11,57
1013184,3,4,1,0,1,1,1,0,13,72
1013186,3,3,0,0,1,1,1,0,10,50
1013190,2,2,0,0,0,1,1,0,12,60
1013334,2,4,1,0,1,0,1,0,11,66
1013339,3,4,1,0,1,1,1,0,10,61
1013342,3,1,1,0,1,0,1,0,12,53
1013344,3,3,1,0,0,0,1,0,14,78
1013595,3,1,1,0,0,0,1,0,13,55
1013600,4,1,1,0,1,0,1,0,13,40
1013604,3,1,1,1,0,1,1,0,9,62
1013635,3,3,1,0,1,0,1,0,10,59
1013639,4,3,1,0,0,1,1,0,13,42
1013641,3,2,1,0,1,0,1,0,9,80
1013642,2,3,1,0,1,1,1,0,11,64
1013644,4,1,1,1,0,0,1,0,9,55
1013758,3,4,1,0,0,1,1,0,15,70
1013791,3,4,1,0,0,0,0,1,12,56
1013795,2,2,1,0,0,1,1,0,12,47
1014115,3,3,0,0,1,1,0,0,10,59
1014119,2,4,1,0,0,0,1,0,9,68
1014121,3,1,0,1,0,0,1,0,11,45
1014226,3,2,1,0,1,0,1,0,13,73
1014361,1,1,1,0,0,1,1,0,12,73
1014458,2,1,1,1,0,0,1,0,15,63
1014535,3,4,1,0,1,0,1,0,12,67
1014826,2,4,0,0,1,0,1,0,11,37
1014828,2,4,1,0,1,0,1,0,10,64
1015065,4,2,1,1,0,0,1,0,13,66
1015078,2,4,1,0,0,1,1,0,12,25
1015081,2,1,1,1,0,0,1,0,13,74
1015088,2,1,1,1,0,1,0,1,12,61
1015090,1,4,1,0,0,0,1,0,12,55
1015093,3,1,0,1,0,1,0,1,11,49
1015096,3,4,1,0,1,0,1,0,9,66
1015100,1,4,1,0,1,1,1,0,11,69
1015103,1,1,1,1,0,1,1,0,10,37
1015105,3,1,1,1,0,0,1,0,15,84
1015106,2,1,0,0,0,1,1,0,7,58
1015110,2,2,0,0,0,1,0,0,11,34
1015173,2,1,1,1,0,0,0,1,12,59
1015174,3,1,1,1,0,1,0,1,10,60
1015179,3,4,1,0,1,0,1,0,10,71
1015181,1,1,1,1,0,1,1,0,12,37
1015183,4,1,1,0,0,1,0,1,12,52
1015185,3,3,1,0,0,1,0,0,15,83
1015254,3,1,1,0,1,0,1,0,13,79
1015318,3,3,0,0,1,0,1,0,8,68
1015320,1,3,1,0,0,0,1,0,12,56
1015321,3,3,0,1,0,1,0,0,11,30
1015326,4,1,1,0,0,0,1,0,12,60
1015388,2,2,0,0,0,1,0,0,10,29
1015448,3,1,1,0,0,0,1,0,12,70
1015450,3,3,0,0,1,0,1,0,8,50
1015451,3,3,1,0,1,0,1,0,13,74
1015452,2,2,1,0,0,1,1,0,12,51
1015453,3,2,1,0,0,0,1,0,13,67
1015767,3,3,1,0,1,0,1,0,10,55
1015866,1,1,1,0,0,0,1,0,12,43
1015999,3,3,0,0,1,0,1,0,10,64
1016069,2,1,1,1,0,0,1,0,12,66
1016215,3,1,0,0,1,1,1,0,9,89
1016288,1,1,1,1,0,0,0,1,13,54
1018525,4,4,0,0,1,0,1,0,9,72
1018527,2,3,0,0,0,0,1,0,10,36
1018528,4,1,1,1,0,1,1,0,10,67
1018529,3,1,0,0,0,1,1,0,11,65
1018534,3,2,1,0,0,0,1,0,10,55
1053280,3,4,1,0,1,0,1,0,9,34
1053281,2,1,1,1,0,0,1,0,10,38
1053289,3,1,1,1,0,0,1,0,15,71
1053293,3,3,0,1,0,0,1,0,9,60
1053294,3,3,1,0,1,1,1,0,12,62
1053296,3,3,1,0,0,0,1,0,12,86
1053299,2,2,0,1,0,1,1,0,10,69
1053304,3,1,0,1,0,1,1,0,12,33
1053306,2,3,0,0,1,1,1,0,10,34
1053308,2,4,1,0,1,0,1,0,12,56
1053309,3,1,1,1,0,1,1,0,12,49
1053312,2,4,1,0,0,0,1,0,14,62
1053317,2,1,1,1,0,1,1,0,13,65
1053319,3,4,1,0,0,0,1,0,13,69
1053320,3,1,1,1,0,1,0,1,10,57
1053321,3,4,0,1,0,1,1,0,10,46
1053324,3,4,1,0,0,0,1,0,15,63
1053572,3,3,0,0,1,1,1,0,4,33
1053573,3,1,1,0,0,0,1,0,12,35
1053577,3,1,0,0,0,0,0,0,9,51
1053578,3,3,1,1,0,1,1,0,12,72
1053579,1,1,1,1,0,0,1,0,12,77
1053580,2,1,1,1,0,0,0,1,12,59
1053731,3,1,1,0,0,0,0,0,10,54
1053733,3,1,1,1,0,0,1,0,15,47
1053739,3,1,1,0,0,1,0,1,13,61
1053740,3,2,1,0,1,0,1,0,9,36
1054050,3,4,0,0,0,0,1,0,11,68
1054051,3,4,1,0,1,0,1,0,11,49
1054055,3,1,1,1,0,0,1,0,13,71
1054059,1,1,1,0,0,1,0,0,15,39
1054062,3,4,1,0,0,0,1,0,9,46
1054067,3,4,1,0,1,0,1,0,11,77
1054076,3,2,1,0,0,0,1,0,10,72
1054077,3,4,0,0,1,1,1,0,9,42
1054079,3,4,1,0,1,0,1,0,10,41
1054081,3,1,1,0,0,1,1,0,11,61
1054082,3,3,1,0,1,1,1,0,13,75
1054085,2,1,0,0,0,1,1,0,14,69
1054379,2,1,1,0,0,1,1,0,12,24
1054380,3,3,1,0,1,0,1,0,13,68
1054385,3,2,1,0,0,1,1,0,12,34
1054517,4,1,1,0,1,0,1,0,13,53
1054846,3,2,1,0,1,0,1,0,11,26
1054849,3,1,1,1,0,1,1,0,13,32
1054966,4,1,1,1,0,1,1,0,10,69
1054968,2,1,1,1,0,1,1,0,14,65
1054970,2,1,1,1,0,0,1,0,12,71
1054972,3,4,1,0,1,1,1,0,9,59
1054978,3,2,1,1,0,1,1,0,10,83
1055064,1,1,0,0,0,0,0,0,10,24
1055065,3,1,0,1,0,0,1,0,10,67
1055070,1,4,1,0,1,0,1,0,9,70
1055628,4,1,0,1,0,1,1,0,9,57
1056052,3,1,1,0,0,0,0,0,10,47
1056055,1,1,1,1,0,1,1,0,11,55
1056058,2,1,1,0,0,0,1,0,12,67
1056261,1,1,1,1,0,0,1,0,15,71
1056263,3,3,0,0,0,0,1,0,10,66
1056267,2,1,1,1,0,0,1,0,13,63
1056270,3,1,1,1,0,1,1,0,12,74
1056272,3,1,1,1,0,0,1,0,15,59
1056275,2,1,1,1,0,1,1,0,12,69
1056276,1,1,0,1,0,1,1,0,9,71
1056277,3,1,1,0,0,1,1,0,12,41
1056278,2,1,1,0,0,0,1,0,12,51
1056501,3,1,1,1,0,0,1,0,11,56
1056503,2,1,1,1,0,1,0,1,10,60
1056505,1,1,0,1,0,1,0,1,13,36
1056507,2,1,0,0,0,1,0,1,9,48
1056682,3,3,0,0,1,1,1,0,11,29
1056687,3,3,1,0,1,0,1,0,12,39
1056692,3,3,1,0,1,0,1,0,10,71
1056694,1,4,1,0,1,1,1,0,12,34
1056704,2,1,1,0,0,0,1,0,12,65
1056708,3,3,1,0,1,0,1,0,13,61
1056709,4,1,1,0,0,0,1,0,12,55
1056711,3,1,1,1,0,0,1,0,13,71
1056714,3,3,1,0,1,0,1,0,12,70
1056715,1,1,1,0,0,1,1,0,10,66
1057515,2,2,1,1,0,0,1,0,12,58
1057521,3,3,1,0,1,0,1,0,15,84
1057522,2,3,1,0,1,1,1,0,10,38
1057524,2,2,1,0,1,1,1,0,12,67
1057525,1,1,0,1,0,1,0,1,10,27
1057539,2,4,0,0,1,1,1,0,11,45
1057546,2,4,1,0,0,1,1,0,11,75
1057548,3,4,0,0,1,0,1,0,12,52
1057549,2,1,0,0,0,0,1,0,12,60
1058158,2,4,1,0,0,0,1,0,10,45
1058161,3,1,1,0,0,1,1,0,13,66
1058164,2,1,1,0,0,0,1,0,13,59
1058759,3,1,1,0,0,0,1,0,15,42
1058760,2,1,0,1,0,0,1,0,9,59
1058831,3,1,1,1,0,0,1,0,13,38
1059573,3,1,1,1,0,0,1,0,10,63
1059577,3,3,1,0,1,0,1,0,12,63
1059578,3,2,1,0,0,0,1,0,9,49
1059930,2,1,1,0,0,0,1,0,12,54
1059931,2,1,1,1,0,1,1,0,13,62
1059933,3,1,1,0,0,0,1,0,10,49
1060266,3,3,1,0,1,1,1,0,10,50
1060270,3,4,1,0,0,1,1,0,14,77
1060576,3,4,1,0,1,0,1,0,12,62
1061037,1,1,0,1,0,1,1,0,13,64
1061039,1,1,0,0,0,1,0,1,12,47
1061041,3,3,1,0,1,0,1,0,12,71
1061044,4,1,1,0,0,0,1,0,11,63
1062343,4,1,1,1,0,1,1,0,12,62
1096139,4,4,1,0,1,0,1,0,9,46
1096140,2,1,0,1,0,0,1,0,13,57
1096221,3,3,1,0,0,0,1,0,13,67
1096223,3,2,1,1,0,1,0,0,12,53
1096225,3,3,0,0,1,1,1,0,11,51
1096226,2,1,0,1,0,0,1,0,12,27
1096229,2,1,1,0,0,0,1,0,12,58
1096232,2,1,0,1,0,0,1,0,9,66
1096233,2,4,1,0,1,0,1,0,11,78
1096421,3,1,1,1,0,0,1,0,9,62
1096422,3,1,1,0,0,0,1,0,13,34
1096426,3,1,1,0,0,1,1,0,13,54
1096427,3,1,1,1,0,0,1,0,13,79
1096429,1,1,1,0,0,1,0,0,11,41
1096430,4,4,1,0,1,0,1,0,9,50
1096431,3,1,0,1,0,1,1,0,9,56
1096435,3,4,1,0,0,0,1,0,11,63
1096436,3,1,1,0,0,0,1,0,13,29
1096437,4,3,1,0,0,0,1,0,15,58
1096440,2,3,1,0,1,0,1,0,12,62
1096442,3,3,1,0,1,1,1,0,12,66
1096454,3,1,1,0,0,0,1,0,13,40
1096455,3,3,1,0,1,1,1,0,11,64
1096456,3,3,0,0,0,1,1,0,11,43
1096457,2,1,1,1,0,1,1,0,9,60
1096458,2,1,1,1,0,1,1,0,13,60
1096464,1,1,1,0,0,0,1,0,10,69
1096580,1,3,1,0,1,1,1,0,11,54
1096584,2,1,1,1,0,0,1,0,13,80
1096585,2,1,0,1,0,1,0,0,10,27
1096590,1,1,0,0,0,1,1,0,10,46
1096595,4,1,1,0,0,1,1,0,10,75
1096597,3,4,1,0,1,1,1,0,13,68
1096598,3,4,1,0,1,0,1,0,10,60
1096603,3,1,1,1,0,1,1,0,12,55
1096607,2,1,1,1,0,0,1,0,8,57
1096608,2,3,1,0,0,0,1,0,5,81
1096609,3,3,0,0,0,1,1,0,5,34
1096610,3,1,1,1,0,0,0,1,12,59
1096691,1,1,1,1,0,1,1,0,12,66
1096693,3,1,1,0,0,1,1,0,15,50
1096695,3,4,1,0,1,1,1,0,10,51
1096697,1,2,1,0,1,0,1,0,12,33
1096702,2,1,1,0,1,1,1,0,12,65
1096704,3,4,1,0,0,0,1,0,9,88
1096794,3,1,1,1,0,1,1,0,12,72
1096796,1,1,0,1,0,1,1,0,10,57
1096797,3,3,1,1,0,0,0,1,11,58
1096798,3,1,1,1,0,1,0,1,9,76
1096800,2,1,1,0,0,0,1,0,12,34
1096946,4,4,1,0,1,0,1,0,11,66
1096948,2,4,0,1,0,0,0,0,12,43
1096949,3,3,1,0,1,0,1,0,12,83
1096954,3,3,1,0,1,0,1,0,10,53
1096955,2,1,0,1,0,1,1,0,9,64
1096958,3,3,0,0,0,0,0,1,10,33
1096961,1,1,1,1,0,1,1,0,9,22
1096966,3,1,1,0,0,0,1,0,15,64
1097075,4,2,0,1,0,1,1,1,12,26
1097079,2,1,0,1,0,1,1,0,13,44
1097082,3,1,1,0,0,1,1,0,13,66
1097089,2,2,0,0,0,1,1,0,9,64
1097090,3,4,1,0,1,0,1,0,12,74
1097093,2,1,1,1,0,0,1,0,10,75
1097176,3,1,1,1,0,1,1,0,13,79
1097181,3,3,1,0,1,1,1,0,12,61
1097184,3,1,1,1,0,1,0,1,13,81
1097244,2,4,1,0,0,0,1,0,13,70
1097357,2,3,1,0,1,0,1,0,11,60
1098482,2,4,0,0,1,1,1,0,10,71
1098484,3,4,0,0,1,1,1,0,10,34
1098485,3,4,1,0,1,0,1,0,9,33
1098769,4,4,1,0,0,0,1,0,12,68
1098773,3,2,0,1,0,1,1,0,10,58
1098774,3,1,1,0,0,0,1,0,9,82
1099096,2,2,1,0,1,1,1,0,9,63
1099097,3,3,1,0,1,1,1,0,11,62
1099098,3,4,1,0,1,0,1,0,9,77
1099099,3,3,1,0,1,0,1,0,13,74
1099103,3,1,1,1,0,1,1,0,12,25
1099534,4,1,1,1,0,0,1,0,10,61
1099535,3,1,1,1,0,1,1,0,9,73
1099538,3,3,1,0,0,0,0,0,15,78
1099539,3,3,1,0,1,1,1,0,13,81
1101653,1,1,0,1,0,1,0,0,10,28
1101655,1,4,0,0,1,0,1,0,5,60
1101656,2,3,1,0,1,1,1,0,12,68
1102532,2,4,0,0,1,1,1,0,12,85
1102535,3,4,1,0,1,1,1,0,10,40
1102542,2,1,1,0,0,0,1,0,13,69
1102543,2,4,0,0,0,1,1,0,10,62
1102545,2,1,1,1,0,1,1,0,13,67
1102548,3,1,1,1,0,1,1,0,11,75
1102551,3,4,1,0,0,1,1,0,10,75
1102552,1,2,0,0,1,1,1,0,10,59
1102559,2,1,1,1,0,0,1,0,8,52
1102563,1,1,1,1,0,0,1,0,4,82
1102567,4,3,1,0,1,0,1,0,12,70
1102573,3,1,1,1,0,1,1,0,10,70
1102574,3,4,1,0,1,1,1,0,10,68
1102577,3,4,1,0,1,1,1,0,9,52
1102578,3,3,1,0,1,0,1,0,12,49
1102579,2,1,1,0,0,0,1,0,14,47
1102580,3,2,0,1,0,1,1,0,13,45
1102581,4,4,1,0,0,1,1,0,13,70
1106235,3,3,1,0,1,0,1,0,14,83
1106238,3,2,1,0,1,0,1,0,9,78
1106239,3,4,1,0,1,0,1,0,9,53
1106243,3,4,1,0,1,1,1,0,9,80
1106245,2,1,1,1,0,0,1,0,13,53
1106246,3,3,1,0,1,1,1,0,12,84
1106247,3,3,1,0,1,0,1,0,10,58
1106249,2,3,1,0,0,0,0,0,10,62
1106250,3,3,0,1,0,0,0,1,12,52
1106252,2,2,0,0,0,1,1,0,13,44
1106253,3,4,1,0,1,1,1,0,9,58
1106255,3,4,1,0,1,1,1,0,12,66
1106967,3,1,1,0,0,0,1,0,12,60
1106970,3,4,1,0,1,1,1,0,12,72
1110033,3,2,0,1,0,0,1,0,12,51
1115273,3,1,1,1,0,1,0,1,10,59
1330911,3,1,1,1,0,0,1,0,13,56
1331492,3,4,1,0,1,1,1,0,10,45
1331627,3,1,1,0,0,0,0,1,9,39
1335021,4,1,1,1,0,0,1,0,12,85
1335025,3,4,1,0,1,1,1,0,12,38
1335027,3,3,1,0,0,1,1,0,12,57
1335028,3,2,1,0,0,0,1,0,11,76
1335029,1,3,1,0,1,1,1,0,12,49
1335030,3,1,1,1,0,0,1,0,13,44
1335033,3,4,1,0,1,0,1,0,15,75
1335034,3,3,1,0,0,0,1,0,11,48
1335035,3,1,1,1,0,1,1,0,12,69
1335038,3,1,1,0,0,1,1,0,12,58
1335044,3,3,1,0,0,1,1,0,13,69
1335047,3,1,0,1,0,1,1,0,13,63
1335051,2,2,1,0,0,0,1,0,12,88
1335053,4,1,1,0,0,1,1,0,13,64
1335055,3,4,0,0,1,1,1,0,10,75
1335057,2,3,1,0,1,1,1,0,9,57
1335058,2,4,1,0,0,0,1,0,9,47
1335066,2,2,0,1,0,1,1,0,12,59
1335068,3,2,1,0,0,1,1,0,13,31
1335071,2,4,1,0,1,0,1,0,12,82
1335072,2,4,1,0,1,0,1,0,10,46
1335073,1,3,1,0,1,1,1,0,12,49
1335080,3,4,1,0,1,0,0,0,12,41
1335083,3,1,1,0,0,0,1,0,10,54
1335084,3,1,1,1,0,1,1,0,14,51
1335086,3,1,0,1,0,0,1,0,9,18
1336308,3,4,1,0,0,0,1,0,10,73
1336311,3,4,1,0,1,0,1,0,12,74
1336312,3,3,1,0,1,0,1,0,10,55
1336313,3,4,1,0,1,0,1,0,12,29
1336316,3,3,1,0,1,1,1,0,12,68
1336318,3,3,1,0,1,0,1,0,12,25
1336321,3,1,0,1,0,1,1,0,9,66
1336326,3,1,1,0,0,1,1,0,12,68
1336329,2,1,1,1,0,1,1,0,13,28
1336575,3,1,1,1,0,0,0,0,12,59
1337772,3,3,0,1,0,0,1,0,10,79
1337773,3,1,0,1,0,1,1,0,10,56
1337776,4,1,1,1,0,0,1,1,13,43
1337777,4,1,1,1,0,1,1,0,12,77
1337780,3,1,1,0,0,1,0,0,13,30
1337781,3,2,1,0,1,0,1,0,14,59
1337782,3,1,1,0,0,1,1,0,9,62
1337783,3,2,1,0,1,0,0,0,10,113
1337786,3,3,1,0,1,0,1,0,13,33
1337790,2,1,1,1,0,0,1,0,12,26
1337791,3,4,1,0,1,0,1,0,12,50
1337793,3,1,1,1,0,1,1,0,13,67
1337794,3,1,0,1,0,1,1,0,15,25
1341761,1,1,0,0,0,1,1,0,10,23
1341763,3,1,1,1,0,1,1,0,15,64
1341767,3,4,1,0,1,0,1,0,13,58
1341770,3,1,1,0,0,1,1,0,12,50
1341772,2,1,0,0,0,1,1,0,12,28
1347671,3,1,0,1,0,1,0,1,11,62
1347672,2,1,1,0,0,1,0,1,15,63
1347673,3,4,1,0,1,0,1,0,9,67
1347677,2,1,1,1,0,0,0,1,10,32
1347691,3,1,1,0,0,0,1,0,12,64
1347694,3,4,1,0,1,0,0,0,10,63
1347698,2,1,1,1,0,1,1,0,10,57
1347702,3,1,1,1,0,0,1,0,15,46
1347705,3,1,1,0,1,1,1,0,11,62
1347707,2,1,1,1,0,0,1,0,13,62
1347709,2,2,1,0,1,1,1,0,12,41
1347710,4,2,1,0,1,0,0,0,14,49
1347712,3,2,1,0,1,0,1,0,12,44
1347713,3,1,1,1,0,1,0,1,10,52
1347715,2,1,1,0,0,1,0,0,10,35
1347717,3,1,1,1,0,0,1,0,12,54
1347719,3,1,1,1,0,0,1,0,9,74
1347722,4,2,1,0,1,0,1,0,12,48
1347723,3,4,1,0,0,0,1,0,13,63
1347726,4,1,1,0,0,1,1,0,13,55
1347727,4,1,1,1,0,0,1,0,12,83
1347729,3,1,1,0,0,0,1,0,12,60
1347730,3,2,0,0,1,1,1,0,13,34
1347732,2,1,0,1,0,0,0,1,10,42
1347734,3,1,0,0,0,1,1,0,11,38
1347735,3,3,1,0,1,1,1,0,10,62
1347736,3,1,1,1,0,1,1,0,15,63
1347738,2,1,1,0,0,0,1,0,13,50
1347740,2,1,1,1,0,1,0,0,12,64
1347741,2,2,0,0,0,1,1,0,10,42
1347744,2,3,0,0,1,1,1,0,10,33
1347745,2,1,1,0,0,0,0,0,14,42
1347747,2,1,1,0,0,0,1,0,12,53
1347750,4,3,0,0,1,1,1,0,10,68
1347752,2,2,1,0,1,1,1,0,10,40
1347754,3,4,1,0,1,0,1,0,13,57
1347755,4,4,1,0,1,0,1,0,11,55
1347756,2,1,1,1,0,0,1,0,12,60
1347763,1,1,0,0,0,0,1,0,10,53
1347768,2,1,1,0,0,1,1,0,12,29
1347769,4,1,1,1,0,1,1,0,12,51
1347770,3,1,1,1,0,1,1,0,9,19
1347771,3,3,1,0,1,1,1,0,9,79
1347777,3,3,1,0,1,0,0,0,15,38
1347782,1,1,1,1,0,1,1,0,12,22
1347783,3,3,1,0,1,0,1,0,12,25
1347787,3,1,1,1,0,1,1,0,11,64
1347788,3,1,1,0,0,1,1,0,10,19
1347790,3,1,1,1,0,0,1,0,13,24
1347792,3,1,1,0,0,0,1,0,12,31
1347793,3,2,1,1,0,1,0,1,15,63
1347794,2,2,1,0,1,0,1,0,12,29
1347799,3,3,1,0,1,1,1,0,13,24
1347803,3,3,0,0,1,0,1,0,10,69
1347804,2,4,0,0,1,0,1,0,12,80
1350994,2,1,0,1,0,1,0,1,12,39
1351003,3,1,1,0,1,1,1,0,11,50
1351006,2,2,1,0,1,1,1,0,13,32
1351008,4,4,1,0,0,1,1,0,11,56
1351013,3,1,1,1,0,1,1,0,15,60
1351017,1,4,1,0,0,0,1,0,10,44
1351021,3,3,1,0,0,1,1,0,13,59
1351022,3,2,0,1,0,1,1,0,12,43
1351024,2,3,1,0,0,1,1,0,11,53
1351028,3,1,1,1,0,0,1,0,10,19
1358283,3,3,1,0,1,0,0,1,13,30
1358289,3,4,1,0,0,0,1,0,10,78
1358291,3,4,1,0,0,0,1,0,13,50
1358295,2,2,0,0,0,1,1,0,12,28
1358296,1,1,1,1,0,0,0,1,11,57
1358298,4,1,1,0,0,0,1,0,13,52
1358302,2,4,1,0,0,0,1,0,7,45
1358304,2,2,0,1,0,1,0,1,10,34
1358317,2,1,0,1,0,1,0,1,10,52
1358324,3,1,1,0,0,0,1,0,12,30
1358325,3,2,0,0,1,1,1,0,10,31
1358329,3,1,1,0,0,1,1,0,12,69
1358330,2,1,1,0,0,1,1,0,12,29
