"ID","SexistRemarks","GainPower","HarrisTherm","TrumpTherm","RFemale","RAge","RConservative"
333687,4,4,0,60,0,42,5
333718,5,1,30,60,0,60,5
333756,3,1,80,15,1,79,2
333773,4,3,15,85,1,63,6
333889,5,5,0,100,0,69,7
334077,2,3,0,85,0,80,5
334153,3,3,0,100,0,61,7
334509,4,4,0,85,0,73,7
334573,3,1,0,85,0,33,5
334591,1,1,85,0,0,51,1
334700,2,2,60,0,1,50,4
334801,4,4,0,100,1,54,6
334817,5,4,0,85,0,58,4
334823,4,2,100,0,1,69,3
334906,2,2,85,0,1,30,2
335043,3,3,60,50,0,29,4
335208,2,1,90,0,1,61,2
335285,3,3,0,100,1,70,6
335322,4,4,15,85,1,43,4
335388,1,3,40,40,1,37,5
335438,3,3,30,100,1,42,4
335445,1,1,100,0,0,39,2
335580,3,4,0,100,0,39,6
335760,3,1,5,80,0,56,7
335830,3,2,30,15,0,45,4
335946,2,1,60,15,1,29,4
336173,2,3,30,50,0,55,5
336184,1,1,85,0,0,75,3
336218,3,3,50,15,0,45,4
336278,2,4,15,60,1,28,6
336325,4,4,0,100,0,60,6
336525,2,1,70,0,0,54,3
336728,1,1,85,15,0,54,3
336818,4,3,15,85,0,60,6
336826,2,1,85,0,0,45,3
336978,1,1,70,15,1,72,4
337094,1,1,85,0,0,46,3
337211,3,3,30,85,0,65,6
337361,3,3,0,100,1,37,5
337848,2,4,15,85,0,18,7
338080,4,4,50,30,0,49,3
338097,5,5,100,0,1,64,7
338238,5,1,100,0,0,75,2
338306,3,3,40,7,1,36,4
338347,1,1,70,0,0,34,2
338419,2,4,15,40,0,24,4
338430,3,3,15,85,0,28,4
338443,4,3,0,85,1,48,4
338533,2,2,40,15,0,43,4
338645,4,5,60,50,1,60,3
338843,2,3,85,0,1,80,2
338937,1,1,95,0,1,21,1
338939,1,1,85,0,0,50,3
338976,4,2,80,20,1,36,2
338980,3,3,50,60,1,80,4
339072,3,3,0,85,0,38,4
339168,1,1,70,40,1,63,6
339331,4,4,0,100,0,65,7
339335,1,1,0,85,0,61,5
339452,3,3,30,60,1,42,6
339478,3,3,15,40,0,65,5
339480,3,3,40,0,1,28,4
339506,1,1,85,0,1,51,2
339666,4,4,0,100,1,54,6
339757,1,2,70,15,1,21,3
339850,3,3,60,85,1,33,5
340121,3,1,40,60,0,50,5
340249,1,1,85,0,1,25,7
340828,4,4,50,0,0,56,3
340910,2,1,60,0,1,45,3
340965,4,3,30,70,0,73,4
341028,2,1,0,100,1,60,6
341439,3,3,0,100,1,80,6
341524,1,1,70,0,1,28,2
341604,4,2,70,0,1,62,3
341784,2,1,85,0,1,48,2
341846,3,3,85,0,0,76,3
341865,4,3,35,60,0,52,6
341904,3,3,50,40,0,28,4
341906,4,3,85,50,0,74,3
341916,3,3,15,60,1,59,6
342160,3,3,60,85,0,75,5
342163,4,1,85,15,0,50,6
342520,4,4,100,0,0,61,3
342539,2,2,0,85,1,57,6
342690,1,1,85,0,1,28,1
342720,4,3,0,85,1,77,6
342721,2,1,85,0,0,48,4
342766,3,3,60,50,0,58,7
342810,3,3,80,0,0,44,4
342842,4,2,70,0,1,59,3
342862,3,3,15,30,1,43,4
343051,1,1,40,70,0,61,5
343215,1,3,85,15,1,40,5
343223,4,4,60,70,1,58,4
343288,4,2,40,10,0,35,5
343512,2,2,30,15,0,75,5
343651,4,5,0,100,1,29,6
343703,4,4,0,100,1,64,7
343797,5,4,0,100,1,63,3
343863,2,2,0,50,0,42,4
343884,3,2,30,30,1,47,4
343894,2,1,100,0,0,53,1
343932,1,1,60,0,0,27,2
343994,1,3,85,0,1,76,4
344010,1,1,70,0,1,25,4
344206,1,2,0,85,0,80,6
344207,3,3,0,90,0,55,6
344251,3,1,85,0,0,75,2
344295,3,3,70,0,0,37,4
344307,4,4,0,85,0,72,6
344332,2,1,70,15,1,31,3
344488,2,1,70,0,1,31,3
344543,3,3,50,0,1,72,5
344859,1,2,80,0,1,43,2
344977,1,1,95,0,0,40,2
345194,2,2,15,85,1,39,6
345337,1,1,55,20,0,24,2
345364,3,1,50,0,0,37,4
345378,5,3,30,50,1,51,4
345491,4,4,70,50,0,67,5
345578,2,1,85,0,0,58,2
345802,1,1,75,0,1,51,2
345806,1,1,0,100,1,66,6
345831,1,1,85,0,1,63,2
345922,4,1,85,0,0,37,2
346005,4,2,60,30,1,79,4
346089,3,3,100,0,0,48,2
346091,1,1,0,70,1,78,6
346093,4,4,50,0,1,80,5
346116,4,1,100,0,1,69,2
346251,1,1,70,0,0,35,1
346443,2,1,100,0,1,69,2
346515,2,4,100,0,1,47,2
346628,4,4,100,0,0,32,3
346629,3,1,30,85,1,56,6
346786,4,3,90,30,1,73,3
346848,2,3,70,30,0,26,4
346911,3,3,85,0,1,80,2
347066,4,4,10,90,0,40,7
347261,3,3,85,0,0,32,2
347406,4,3,90,0,0,45,3
347472,2,2,85,0,1,38,3
347580,3,3,30,70,0,69,5
347591,3,1,85,15,0,74,4
347601,5,5,85,50,1,33,4
347603,3,3,0,100,1,58,6
347759,3,2,100,0,1,70,2
347801,4,1,100,0,1,77,4
348005,3,3,70,70,1,45,5
348052,3,3,0,70,0,76,6
348423,2,1,75,0,0,41,5
348654,3,3,0,0,1,69,7
348758,3,1,70,0,1,23,1
348761,3,2,70,15,1,31,4
348962,4,3,15,85,1,47,6
349098,1,1,100,0,0,24,3
349153,4,3,0,85,1,49,6
349275,1,3,40,40,0,18,4
349381,4,5,15,85,0,69,4
349414,3,3,15,100,0,65,6
349479,3,3,30,85,0,32,6
349491,5,1,85,30,1,59,4
349670,3,3,100,0,1,64,4
349733,3,3,60,85,0,37,2
349767,1,1,70,0,1,34,2
349864,2,1,100,0,1,60,4
350000,3,1,70,0,1,77,2
350030,1,1,90,0,1,52,2
350183,3,1,0,100,0,80,6
350302,2,2,85,0,1,21,2
350327,3,3,50,30,0,46,5
350387,1,1,85,50,1,35,4
350406,1,1,20,10,1,46,5
350724,1,1,100,0,1,80,1
350747,3,5,0,70,0,22,6
350868,3,1,50,15,1,60,4
350963,4,3,0,85,0,60,6
350980,5,3,100,15,0,55,6
351238,3,3,85,30,1,77,5
351535,2,1,100,0,1,67,2
351859,2,3,85,0,0,23,1
352003,3,2,70,15,0,37,4
352166,5,5,60,0,1,61,1
352264,5,1,75,0,1,24,3
352275,3,3,100,0,1,67,4
352423,2,2,85,0,0,69,2
352461,3,3,0,100,0,53,7
352538,3,3,100,0,0,23,4
352620,3,1,70,15,1,33,4
352915,4,3,30,80,1,58,6
352953,4,3,30,60,0,68,6
353269,4,3,30,70,0,67,6
353415,2,2,70,0,0,31,3
353659,4,4,0,100,0,66,6
353756,4,3,0,85,0,78,6
353983,4,1,30,0,0,30,5
354122,2,1,60,15,0,22,2
354149,3,3,50,50,1,21,4
354361,3,4,0,100,0,38,6
354499,2,3,85,0,1,47,2
354560,1,2,70,0,0,65,4
354599,3,2,30,15,0,77,6
354834,4,1,80,0,0,22,1
354914,2,1,100,0,1,72,2
354995,3,3,70,15,1,21,3
355008,4,4,100,15,1,62,4
355272,4,4,0,100,0,62,6
355323,3,1,70,15,1,21,2
355622,1,1,75,0,0,49,3
355699,4,1,0,100,1,75,6
355971,4,4,15,75,1,63,6
355994,3,3,30,60,0,18,4
356134,1,1,80,0,1,41,1
356222,2,3,15,100,0,51,4
356344,3,3,60,60,1,31,4
356695,1,3,70,0,0,23,2
356722,4,4,60,70,0,80,6
356884,2,2,40,60,0,30,5
356927,2,1,85,15,0,24,2
357011,3,1,85,0,0,67,4
357072,2,2,100,0,0,34,3
357625,1,3,85,0,0,56,3
357680,2,1,100,0,1,65,3
357747,4,4,0,100,0,66,6
357891,2,1,40,0,1,42,2
357911,3,3,0,85,0,39,6
358037,1,1,30,30,0,33,4
358067,4,4,30,70,0,47,4
358094,3,3,70,0,1,80,6
358575,1,1,70,0,0,27,2
358730,1,1,85,0,1,40,1
358765,5,1,40,50,0,25,5
358767,3,3,70,15,0,72,4
358797,1,1,60,0,1,24,1
358891,3,3,60,0,0,36,4
359041,3,3,15,70,1,30,4
359188,3,1,15,100,1,80,7
359280,4,4,90,0,1,41,2
359281,3,3,40,60,1,51,6
359299,3,3,70,15,0,68,2
359322,1,1,100,0,1,66,2
359345,1,1,60,40,1,44,4
359361,2,1,60,0,0,53,2
359614,4,3,30,50,0,49,6
359760,3,1,0,85,0,40,5
359773,3,4,15,40,0,26,6
359839,1,1,85,0,1,56,1
359848,3,2,90,0,1,57,2
359989,3,4,100,0,1,70,3
360129,2,1,85,0,1,49,3
360194,3,1,85,0,1,80,1
360275,1,1,40,85,0,54,6
360494,2,1,85,50,1,51,4
360636,2,1,70,0,0,56,4
360975,1,1,60,40,1,34,3
360976,2,2,100,0,1,32,2
360982,2,1,85,0,1,43,2
361115,4,4,0,100,0,58,6
361162,2,1,85,0,0,75,4
361563,3,1,70,0,1,25,4
361702,4,3,15,50,1,65,5
361718,4,2,100,0,1,80,2
361853,1,1,100,0,1,63,2
362090,4,4,0,100,1,60,6
362168,4,2,0,100,0,77,7
362218,1,1,80,0,1,51,2
362312,2,2,40,60,1,24,4
362604,2,2,20,73,1,21,5
362661,4,2,0,30,1,55,6
362679,3,2,85,0,0,58,3
362782,3,5,0,100,0,60,7
362831,4,3,0,85,0,58,4
362840,1,1,85,40,1,33,4
362848,4,4,100,0,0,69,1
362901,1,1,15,100,1,71,7
362971,2,2,50,40,1,38,4
362976,1,1,70,0,1,66,4
362981,1,1,85,0,1,44,2
363127,3,1,30,70,1,35,3
363438,1,1,80,0,0,28,2
363455,3,3,50,60,1,58,4
363507,1,1,15,0,0,22,3
363630,4,1,15,85,1,70,6
363670,4,4,70,0,1,59,5
363684,3,3,0,80,0,68,6
363801,3,2,70,0,0,31,2
363934,2,1,70,5,1,27,4
363979,2,2,0,100,0,48,5
364230,2,4,60,70,0,43,4
364677,1,1,85,0,1,43,2
364684,1,1,85,0,1,49,2
364884,4,3,0,85,0,37,5
365029,1,1,85,0,1,32,1
365110,4,3,30,60,0,31,5
365170,3,3,40,70,1,79,6
365212,2,3,70,15,1,52,4
365449,4,3,30,15,1,68,5
365496,1,1,70,0,1,32,2
365558,2,3,100,9,1,65,2
365669,2,2,85,30,1,27,4
365679,2,2,25,60,0,26,6
365722,1,1,50,15,1,52,5
365805,4,2,50,70,1,62,4
365943,3,3,85,50,1,73,5
366241,3,3,0,100,0,62,6
366256,4,1,85,0,1,34,1
366272,1,1,0,85,1,69,6
366281,5,3,0,100,1,75,7
366332,2,2,100,0,1,78,3
366544,4,4,50,50,0,28,5
366692,4,4,50,50,1,42,4
366836,1,1,50,0,1,35,2
367150,5,5,0,0,0,39,3
367246,4,3,0,80,0,80,6
367344,4,1,60,40,1,45,3
367473,3,1,85,0,0,69,4
367614,2,4,100,0,1,49,5
367650,1,3,100,0,1,54,1
367771,1,2,100,30,1,27,2
367791,3,4,50,50,0,21,4
367930,1,1,70,0,0,35,4
368013,1,3,15,85,0,76,7
368057,4,1,100,0,1,68,3
368251,1,1,70,0,1,39,3
368346,2,3,15,65,0,26,5
368392,5,4,0,85,1,38,6
368554,2,3,85,0,0,70,4
368739,4,4,85,30,1,79,2
368744,3,3,0,60,0,76,7
368774,3,3,50,50,1,57,4
368836,3,2,15,30,0,48,5
369260,3,2,15,80,1,58,5
369437,3,3,50,60,1,54,4
369742,4,4,15,70,0,80,1
369793,2,1,90,0,1,69,2
369794,3,3,0,70,0,60,4
370232,1,1,100,0,1,40,2
370274,2,1,85,15,0,80,4
370292,3,3,100,0,1,43,4
370629,3,2,98,0,1,63,6
370665,4,4,0,100,0,51,6
370734,3,3,15,40,1,58,5
370887,4,4,40,60,1,72,6
371192,1,2,85,0,1,33,2
371197,2,1,15,40,0,69,6
371499,2,2,70,30,0,72,5
371522,3,1,60,40,1,31,2
371601,1,3,70,0,0,50,5
371622,3,3,15,60,0,21,5
371716,1,3,0,100,1,60,4
371794,1,1,100,0,0,80,2
371799,2,1,85,0,1,76,2
371875,3,4,60,70,1,74,4
371898,4,1,70,70,0,52,4
372112,3,3,100,0,1,73,2
372240,1,1,0,100,1,78,6
372513,5,4,15,50,1,39,4
372767,2,1,70,0,1,52,3
372998,4,2,85,30,0,56,5
373244,3,3,50,70,0,45,4
373259,4,1,100,0,0,60,2
373349,1,1,85,0,1,40,2
373353,1,2,60,50,1,66,4
373501,3,1,70,0,0,80,5
373611,4,2,20,50,0,73,6
373614,3,4,15,85,0,23,6
373709,5,5,30,60,0,55,4
373727,1,2,40,30,1,26,4
373749,3,1,100,0,1,61,3
373800,2,1,0,100,0,42,6
373845,4,4,15,50,0,63,6
373925,1,1,15,50,1,26,4
374163,5,3,15,70,1,50,6
374249,4,4,0,85,1,58,6
374370,1,1,85,15,0,78,2
374555,4,1,50,0,1,44,4
374556,2,1,85,0,0,42,2
374629,4,1,100,0,0,66,3
374805,1,2,30,85,1,40,5
374823,4,3,15,0,0,37,4
374958,3,3,0,85,0,47,5
375310,3,1,100,0,0,36,3
375448,3,1,0,70,0,61,6
375575,3,3,50,50,0,22,4
375581,3,1,100,0,0,66,5
375641,3,1,60,15,1,70,5
375820,2,5,100,70,1,57,3
375874,3,4,6,10,0,39,7
375989,3,3,0,100,0,63,6
375993,1,3,85,100,0,24,4
376054,1,1,50,3,1,22,2
376075,3,3,60,85,0,38,4
376115,3,4,40,60,0,23,5
376234,4,2,100,0,1,80,2
376331,3,1,40,70,0,50,4
376387,3,3,60,0,1,57,4
376652,3,3,15,70,1,54,4
376802,1,1,100,0,1,80,7
376902,4,3,0,70,0,52,6
376978,3,3,50,70,0,46,4
377074,3,2,50,70,0,29,4
377251,4,1,100,0,1,75,2
377258,3,1,15,70,1,58,5
377268,3,3,0,85,0,48,6
377378,1,1,85,0,1,34,1
377421,1,1,0,100,0,62,7
377758,4,3,0,75,1,30,6
377798,3,2,0,100,0,65,6
377819,3,2,70,0,1,25,2
377972,3,1,0,100,1,78,7
377978,3,3,0,70,1,69,5
377981,4,3,15,100,1,80,6
377993,1,1,85,0,1,68,3
378058,3,3,0,50,0,67,5
378378,4,4,70,0,0,73,2
378402,4,4,40,100,0,68,4
378425,3,2,15,60,1,40,6
378683,3,3,85,0,1,80,4
378893,4,1,0,100,0,73,6
378977,1,1,60,0,1,51,6
379055,1,1,85,0,1,40,2
379149,2,2,100,15,0,66,6
379171,2,4,30,100,1,80,6
379202,1,1,100,0,1,78,2
379245,4,4,0,85,0,74,6
379384,2,3,0,85,0,60,5
379495,2,1,70,0,0,34,2
379572,4,2,20,75,1,44,4
379636,4,2,20,40,0,51,5
379855,5,5,50,50,0,75,4
379936,3,3,0,70,0,63,4
380124,3,3,0,100,1,79,6
380685,5,4,50,15,1,63,3
380687,4,2,100,0,1,38,1
380791,3,3,50,85,0,80,6
380885,3,4,40,30,0,39,4
381027,2,1,60,0,1,27,3
381048,3,1,15,60,1,69,5
381190,3,3,85,0,0,33,4
381267,4,4,0,85,0,62,6
381281,3,3,60,70,1,73,5
381286,3,3,90,0,0,64,2
381341,4,4,85,0,0,80,5
381416,2,3,15,85,1,69,5
381884,4,3,15,85,0,59,6
381908,4,3,30,70,1,60,6
382062,4,2,0,50,1,80,5
382410,3,3,85,0,0,74,4
382412,4,3,90,0,0,80,2
382868,3,3,40,70,0,61,5
383038,3,3,30,40,0,80,4
383086,2,2,100,0,1,80,2
383155,4,1,30,30,1,56,4
383276,3,3,0,100,0,75,6
383295,3,3,50,0,0,30,4
383480,4,1,100,0,0,56,2
383739,3,3,50,0,1,48,4
383810,4,4,0,70,1,31,6
383828,2,2,70,0,0,72,3
383921,3,2,15,85,0,48,6
384006,2,2,30,30,1,40,4
384053,3,3,50,60,0,42,4
384086,3,4,5,90,0,44,5
384336,1,1,100,0,0,80,3
384367,3,3,0,99,1,31,7
384484,2,2,85,0,0,62,2
384490,5,4,0,100,0,36,6
384505,4,1,100,0,1,45,1
384581,5,4,15,85,0,44,5
384766,1,1,85,0,1,63,4
384891,3,1,50,0,1,49,5
385966,4,1,0,100,1,53,6
386140,3,3,60,60,0,39,5
386951,3,3,30,60,1,36,4
387027,1,2,85,0,1,52,2
387508,3,3,85,15,1,41,2
387538,1,1,85,0,1,57,2
387656,5,4,60,60,0,38,4
387657,3,3,50,0,0,75,3
387726,3,3,0,60,0,58,6
387728,3,4,0,50,1,71,7
387859,3,1,60,5,1,18,1
387887,4,3,15,70,0,33,6
387918,2,3,100,0,1,54,2
387997,4,1,40,60,1,76,4
388014,3,4,30,70,0,32,5
388132,4,3,100,0,1,72,4
388372,3,3,30,40,0,54,5
388376,1,1,100,0,1,48,4
388443,4,4,15,30,1,80,4
388445,3,1,100,0,1,73,2
388490,4,4,0,100,1,52,6
388648,1,1,10,0,0,24,1
388667,2,3,85,0,1,40,2
388827,3,3,50,50,0,46,5
388898,4,4,40,70,0,51,3
388929,4,2,15,40,0,65,6
388959,5,1,15,60,1,65,4
388961,2,1,0,30,0,34,4
388982,4,3,0,100,1,70,7
388996,4,3,85,0,1,68,5
389028,4,3,0,100,0,28,7
389211,4,3,0,100,0,63,7
389232,3,3,30,100,0,57,7
389434,1,1,90,0,0,65,2
389494,4,2,15,70,1,56,7
389549,4,2,60,85,1,48,6
389759,1,1,100,0,0,63,2
389789,4,3,0,70,1,74,7
389829,3,3,15,85,0,39,6
389940,4,3,70,0,1,58,3
389969,3,3,15,85,1,64,7
390206,4,4,15,70,1,24,5
390244,1,3,15,70,0,21,5
390407,2,1,40,100,1,80,5
390479,1,1,100,0,1,49,2
390563,3,3,60,0,1,42,2
390574,3,3,15,70,0,42,5
390645,4,3,15,85,0,58,6
390881,3,3,40,60,0,65,4
390979,2,4,40,85,1,78,6
391287,3,3,10,75,0,64,6
391367,3,3,70,15,1,21,5
391442,3,1,60,50,1,52,6
391578,4,2,90,5,0,75,3
391737,3,3,0,100,0,59,7
391759,1,1,60,70,1,80,4
391904,2,3,0,100,1,80,7
391970,4,4,70,15,0,76,6
391981,4,3,40,70,0,20,5
392069,1,1,85,0,0,36,2
392078,1,1,70,0,1,25,1
392171,3,1,0,0,1,71,2
392354,2,2,70,15,0,55,4
392373,4,3,0,85,0,63,6
392584,1,1,20,55,0,50,5
392587,2,3,60,20,1,71,5
392811,3,3,0,100,1,80,6
392941,4,2,15,100,0,54,6
392961,3,4,20,70,1,18,6
393194,4,1,30,30,1,27,5
393245,3,1,30,70,1,70,5
393357,2,2,20,30,0,64,6
393531,1,1,100,0,1,80,3
393574,3,5,100,15,1,79,5
393686,5,5,40,85,0,31,4
393753,2,2,30,50,0,60,6
393820,1,1,85,0,1,59,2
393905,1,1,95,0,1,37,1
393932,1,1,100,0,1,45,3
394300,3,3,85,0,1,61,3
394391,3,3,70,0,1,78,6
394401,2,1,85,0,1,40,2
394483,2,3,70,15,0,40,4
394739,3,1,15,60,0,77,5
394802,1,2,15,85,0,41,4
394872,4,3,100,0,1,76,2
395024,4,4,75,0,0,51,4
395051,2,3,40,60,0,40,4
395137,4,4,60,15,0,19,3
395139,4,3,15,50,0,72,6
395173,3,2,100,0,1,29,2
395396,1,1,100,0,1,55,4
395598,3,3,50,70,0,48,5
395658,4,4,100,0,0,79,2
395742,1,1,85,0,1,35,2
395901,3,4,60,35,0,38,5
395904,1,1,70,0,1,24,1
395987,3,4,70,15,0,26,3
396121,3,3,0,50,1,21,4
396139,2,1,70,0,1,27,5
396227,2,1,85,15,1,56,3
396256,4,4,5,85,1,77,6
396258,3,4,100,70,0,24,4
396470,1,1,70,25,0,34,2
396642,3,2,50,0,1,22,4
396669,3,2,6,2,0,80,2
396692,3,3,15,85,0,64,6
396856,3,4,30,70,0,44,6
396998,2,1,100,0,0,80,2
397025,1,1,40,70,0,53,4
397079,4,3,0,60,1,57,5
397289,3,3,100,0,0,80,4
397505,5,4,60,30,0,66,4
397938,3,3,55,45,1,37,5
398214,3,4,20,80,0,60,6
398435,5,3,40,0,1,53,2
398518,3,1,70,0,1,61,3
398598,1,1,85,30,0,45,4
398837,3,5,15,60,0,27,5
398847,3,3,40,0,1,76,4
399113,3,3,40,100,0,75,7
399317,2,3,50,70,0,53,3
399387,3,2,48,48,1,42,4
399579,2,2,100,0,1,80,3
399815,3,3,85,0,1,69,3
399841,5,1,90,0,0,28,1
399909,3,3,15,70,1,37,5
