WUSTLID,White,Black,Asian,Education,Income,Ideology,Female,GOP,Democrat,Age2016,weights,BedSize
1013059,1,0,0,13,12,6,0,0,0,50,1.5,4
1013061,0,1,0,12,3,2,0,0,1,55,0.43,4
1013063,1,0,0,10,2,8,0,0,1,59,0.09,3
1013068,1,0,0,12,5,2,1,0,1,54,0.12,3
1013073,1,0,0,10,4,2,1,0,0,69,1.34,3
1013074,1,0,0,12,8,5,0,0,0,72,0.25,3
1013179,1,0,0,11,7,4,1,0,0,57,0.37,3
1013183,1,0,0,13,6,7,1,0,0,54,0.36,4
1013184,1,0,0,13,12,5,1,1,0,72,0.37,2
1013186,1,0,0,9,4,6,1,1,0,49,1.05,4
1013190,1,0,0,12,11,3,1,0,1,60,0.98,4
1013334,1,0,0,11,5,6,0,1,0,65,2.75,3
1013335,1,0,0,10,1,8,0,1,0,65,0.93,2
1013339,1,0,0,10,5,6,1,1,0,61,0.22,4
1013342,1,0,0,12,12,5,0,1,0,53,0.59,3
1013344,1,0,0,15,9,6,0,1,0,78,0.13,1
1013595,1,0,0,12,12,4,0,0,0,55,0.39,3
1013596,1,0,0,9,11,6,0,0,0,63,3.27,2
1013597,1,0,0,9,5,2,1,0,0,55,2.59,2
1013600,1,0,0,14,11,5,0,1,0,39,1.26,4
1013601,1,0,0,12,7,2,1,0,1,39,0.29,3
1013603,1,0,0,10,9,8,1,1,0,52,0.18,4
1013635,1,0,0,10,11,7,0,1,0,58,1.29,2
1013639,1,0,0,12,12,4,1,1,0,42,3.27,4
1013640,1,0,0,11,10,6,0,1,0,36,7.36,3
1013641,1,0,0,9,7,6,0,1,0,80,1.39,3
1013642,1,0,0,11,11,7,1,1,0,63,0.88,3
1013644,1,0,0,12,11,2,1,0,1,48,1.72,3
1013758,1,0,0,15,6,6,1,0,0,69,0.34,3
1013759,1,1,0,10,7,4,0,0,1,39,1.51,4
1013791,0,1,0,12,9,7,0,0,0,56,0.42,3
1013794,1,0,0,13,12,4,0,0,0,62,0.28,4
1013795,1,0,0,12,3,2,1,0,0,46,0.12,3
1013796,1,0,0,10,10,7,1,1,0,48,2.34,4
1014039,1,0,0,10,11,3,1,0,1,45,1.02,3
1014115,1,0,0,10,4,4,1,0,1,58,0.45,3
1014118,0,0,0,12,13,4,0,0,0,46,0.54,4
1014119,1,0,0,9,3,6,0,1,0,67,0.68,3
1014121,1,0,0,11,10,3,0,0,1,45,0.82,4
1014226,1,0,0,13,14,6,0,1,0,72,0.97,3
1014361,1,0,0,14,6,4,1,0,0,73,0.19,3
1014458,1,0,0,12,12,1,1,0,1,60,0.34,4
1014460,1,0,0,10,10,4,0,0,1,47,0.3,4
1014535,1,0,0,12,12,5,0,1,0,67,0.48,4
1014826,1,0,0,11,6,7,0,1,0,36,0.36,4
1014828,1,0,0,10,7,6,0,1,0,63,0.16,2
1014874,1,0,0,12,4,4,0,1,0,70,0.07,3
1015065,1,0,0,13,8,2,0,0,1,66,0.34,3
1015081,1,0,0,13,11,2,0,0,1,74,0.24,2
1015088,0,1,0,12,9,2,1,0,1,60,0.96,4
1015090,1,0,0,12,15,6,0,0,0,54,1,3
1015091,1,0,0,12,9,2,0,0,0,68,0.49,4
1015093,0,1,0,11,5,4,1,0,1,48,0.35,3
1015096,1,0,0,10,4,6,0,1,0,65,0.31,3
1015100,1,0,0,12,12,6,0,1,0,66,1.12,3
1015101,1,0,0,12,12,5,0,0,0,56,0.59,4
1015103,1,0,0,10,5,8,1,0,0,37,0.63,4
1015106,1,0,0,7,2,8,1,0,0,58,2.98,3
1015110,0,0,0,11,3,6,1,0,0,34,0.63,4
1015173,0,1,0,12,12,2,0,0,1,59,0.22,3
1015174,0,1,0,10,2,2,1,0,1,59,0.73,3
1015179,1,0,0,10,4,7,0,1,0,70,0.45,3
1015180,1,0,0,10,5,7,1,0,0,75,0.31,4
1015186,1,0,0,12,11,4,0,0,1,52,0.32,4
1015249,1,0,0,12,12,5,0,0,0,47,0.33,4
1015250,1,0,0,9,9,1,0,0,1,38,3.54,3
1015254,1,0,0,13,8,6,0,1,0,79,0.27,4
1015318,1,0,0,9,2,4,0,1,0,67,0.13,3
1015320,0,0,0,13,6,5,0,1,0,56,0.67,4
1015321,0,0,0,12,6,8,1,0,1,29,1.26,3
1015322,1,0,0,10,9,6,0,0,0,57,0.3,3
1015324,0,0,1,12,11,3,0,0,1,37,1.14,4
1015326,1,0,0,12,11,1,0,0,0,59,0.83,3
1015388,0,0,0,10,4,4,1,0,0,27,0.47,4
1015448,1,0,0,12,11,4,0,0,0,69,1.15,3
1015450,1,0,0,9,9,8,0,0,0,50,3.67,4
1015451,1,0,0,13,13,6,0,1,0,73,0.24,1
1015452,1,0,0,12,10,5,0,0,0,51,0.59,4
1015453,1,0,0,13,12,4,0,0,0,66,0.41,3
1015583,1,0,0,11,5,5,1,0,1,32,0.28,4
1015767,1,0,0,11,8,6,0,1,0,55,0.58,3
1015866,1,0,0,12,11,6,0,0,0,43,2.91,4
1015867,0,1,0,13,3,7,1,0,1,35,0.59,3
1015868,0,1,0,13,9,3,0,0,1,64,0.6,3
1015999,1,0,0,10,11,4,0,1,0,64,1.07,3
1016069,1,0,0,12,5,2,0,0,1,65,0.2,3
1016215,1,0,0,9,7,5,1,1,0,89,0.96,2
1016288,0,1,0,13,4,4,0,0,1,54,0.09,4
1016289,1,0,0,11,12,6,1,1,0,45,2.62,4
1016324,1,0,0,11,11,2,1,0,1,52,1.76,4
1018525,1,0,0,10,3,5,0,1,0,72,0.13,3
1018526,1,0,0,12,10,7,0,0,0,69,0.37,4
1018527,1,0,0,10,4,6,0,0,0,35,0.72,4
1018528,1,0,0,10,3,4,1,0,1,67,0.12,3
1018529,1,0,0,11,4,5,1,0,0,64,0.31,3
1018534,1,0,0,10,6,6,0,1,0,54,0.58,3
1053280,1,0,0,10,5,6,1,1,0,40,0.56,3
1053281,1,0,0,11,9,2,0,0,1,39,3.04,3
1053286,1,0,0,13,14,4,0,0,0,53,0.8,4
1053289,1,0,0,15,12,4,0,0,1,73,0.47,4
1053290,1,0,0,9,3,8,0,0,1,27,3.24,2
1053291,1,0,0,10,3,3,0,0,1,44,0.72,3
1053293,1,0,0,9,3,3,0,0,1,62,0.34,2
1053294,1,0,0,12,8,7,1,1,0,54,0.35,3
1053296,0,0,0,12,5,7,0,0,0,88,0.06,4
1053298,0,0,1,11,4,4,1,1,0,38,0.28,4
1053299,1,0,0,13,8,4,1,0,1,70,0.19,4
1053304,1,0,0,12,3,4,1,0,1,34,0.32,4
1053306,1,0,0,10,6,8,1,0,1,36,2.62,3
1053308,1,0,0,12,9,6,0,1,0,58,0.22,3
1053309,1,0,0,12,4,2,1,0,1,51,0.11,4
1053312,1,0,0,15,4,5,0,0,0,63,0.07,1
1053317,1,0,0,13,8,2,1,0,1,66,0.23,3
1053318,1,0,0,10,3,8,0,0,1,22,2.46,1
1053319,1,0,0,13,5,6,0,0,0,70,0.17,3
1053320,0,1,0,10,10,4,1,0,1,58,0.76,3
1053321,1,0,0,10,5,4,1,0,1,48,0.06,3
1053572,1,0,0,4,2,6,1,0,0,35,7.38,4
1053573,1,0,0,12,4,3,0,0,1,36,0.28,4
1053574,1,0,0,12,6,7,0,0,0,75,0.25,3
1053576,1,0,0,10,1,2,1,0,0,50,1.63,3
1053577,0,0,0,8,1,2,0,0,1,52,7.38,3
1053578,1,0,0,12,6,5,1,0,1,73,0.2,3
1053579,1,0,0,13,9,2,0,0,1,79,0.14,3
1053580,0,1,0,13,14,1,0,0,1,73,1.11,3
1053581,0,0,0,9,3,6,1,1,0,71,3.77,4
1053731,0,0,0,10,7,6,0,0,1,54,0.51,3
1053733,1,0,0,15,13,1,0,0,1,48,0.32,3
1053735,0,1,0,12,5,4,0,0,1,46,0.41,1
1053736,1,0,0,10,4,6,0,0,0,72,0.13,3
1053737,1,0,0,10,8,4,0,0,0,50,0.32,3
1053739,0,1,0,12,5,2,1,0,0,63,0.85,4
1053740,1,0,0,9,3,5,0,0,0,38,0.62,3
1053741,1,0,0,14,3,2,1,0,1,71,0.31,1
1054047,1,0,0,12,10,6,1,1,0,38,0.3,3
1054050,1,0,0,10,4,4,0,0,0,69,0.06,4
1054051,1,0,0,11,7,6,0,1,0,50,0.51,3
1054055,1,0,0,13,11,2,0,0,1,73,0.25,3
1054059,0,0,0,15,11,4,1,0,0,40,1.23,3
1054062,1,0,0,9,5,5,0,0,0,47,1.01,2
1054067,1,0,0,11,11,6,0,1,0,78,1.02,3
1054071,0,0,0,13,2,8,0,0,1,61,0.26,4
1054072,1,0,0,13,11,8,1,0,0,47,0.98,4
1054076,1,0,0,10,4,2,0,0,0,73,0.25,4
1054077,1,0,0,9,8,5,1,1,0,44,1.44,4
1054078,1,0,0,9,5,8,1,0,0,22,1.22,3
1054079,1,0,0,10,2,6,0,1,0,43,0.28,3
1054081,1,0,0,11,5,4,1,0,0,63,0.35,3
1054082,1,0,0,13,13,6,1,1,0,77,0.66,3
1054090,1,0,0,10,1,2,0,0,1,84,0.08,2
1054377,0,0,0,5,1,2,1,0,1,34,0.72,3
1054379,1,0,0,12,1,3,1,0,1,25,0.92,2
1054386,1,0,0,15,5,3,0,0,0,72,0.41,3
1054517,1,0,0,13,16,6,0,1,0,54,0.9,3
1054518,1,0,0,13,11,4,0,0,0,31,3.44,3
1054846,1,0,0,12,6,6,0,1,0,28,1.17,3
1054848,1,0,0,8,4,8,1,0,1,71,2.68,3
1054849,1,0,0,13,11,2,1,0,1,33,1.44,4
1054966,1,0,0,12,5,2,1,0,1,70,2.33,2
1054968,1,0,0,14,7,3,1,0,1,66,0.93,3
1054970,1,0,0,12,6,1,0,0,1,72,0.25,3
1054972,1,0,0,9,3,6,1,1,0,60,0.97,3
1054973,1,0,0,10,5,6,1,0,0,67,0.47,4
1054976,1,0,0,12,7,3,0,0,0,72,0.13,4
1054978,1,0,0,10,4,6,1,0,1,84,0.23,4
1055064,0,0,0,12,6,2,0,0,0,25,2.98,1
1055065,1,0,0,10,6,5,0,0,1,69,7.38,3
1055070,1,0,0,9,3,4,0,1,0,72,1.33,3
1055628,1,0,0,9,6,3,1,0,1,59,1.79,3
1055630,1,0,0,9,3,8,1,0,0,81,1.33,2
1056052,0,0,0,15,6,5,0,0,0,48,1.2,4
1056055,1,0,0,11,3,6,1,0,1,57,0.58,3
1056058,1,0,0,12,1,4,0,0,0,68,0.28,3
1056260,1,0,0,9,7,6,1,1,0,70,0.99,3
1056261,1,0,0,14,6,1,0,0,1,73,0.14,4
1056262,1,0,0,12,10,6,0,0,1,64,0.39,3
1056263,1,0,0,10,6,5,0,0,0,68,0.14,3
1056267,1,0,0,13,1,2,0,0,1,64,0.06,2
1056270,1,0,0,12,3,3,1,0,1,76,0.06,3
1056272,1,0,0,15,11,1,0,0,1,61,0.66,4
1056275,1,0,0,12,2,2,1,0,1,70,1.82,3
1056276,1,0,0,10,3,8,1,0,0,72,0.1,3
1056277,1,0,0,12,8,4,1,0,0,42,1.68,4
1056278,1,0,0,12,7,4,0,0,0,52,0.9,3
1056501,1,0,0,11,12,1,0,0,1,58,1.18,3
1056502,0,1,0,9,5,1,0,0,1,56,0.57,4
1056503,0,1,0,13,11,5,1,0,1,62,0.83,3
1056504,1,0,0,10,6,8,0,0,0,79,0.46,3
1056505,0,1,0,13,5,1,1,0,0,38,0.76,3
1056507,0,1,0,9,8,3,1,0,1,50,7.38,3
1056682,1,0,0,11,1,1,1,0,1,28,0.13,2
1056684,1,0,0,10,10,7,1,1,0,63,1.27,2
1056687,1,0,0,12,13,6,0,1,0,38,1.3,4
1056692,1,0,0,9,4,5,0,1,0,71,0.46,4
1056693,1,0,0,10,2,6,1,0,0,59,1.67,4
1056694,1,0,0,12,4,7,0,1,0,36,0.82,3
1056695,1,0,0,13,8,3,1,0,1,84,0.22,4
1056703,1,0,0,10,4,3,1,0,1,32,0.53,2
1056704,1,0,0,12,7,1,0,0,0,66,0.21,3
1056708,1,0,0,13,14,6,0,1,0,61,0.69,3
1056711,1,0,0,13,11,3,0,0,1,72,0.49,3
1056714,1,0,0,12,11,7,0,0,0,69,0.47,4
1056715,1,0,0,10,6,2,1,0,1,66,0.42,3
1057515,1,0,0,12,2,4,0,0,1,58,0.1,1
1057520,1,0,0,11,9,4,0,0,1,52,0.3,3
1057521,1,0,0,15,10,4,0,1,0,85,0.21,3
1057522,1,0,0,14,8,7,1,1,0,39,1.23,3
1057523,0,0,0,13,7,5,1,0,1,45,0.42,3
1057524,1,0,0,12,12,4,0,1,0,68,0.73,4
1057533,1,0,0,10,8,2,0,0,1,68,0.69,3
1057538,1,0,0,10,3,3,0,0,0,61,0.2,1
1057539,1,0,0,10,5,5,1,0,0,44,0.49,4
1057545,1,0,0,14,8,8,0,0,1,52,0.84,4
1057548,1,0,0,12,7,6,0,1,0,51,0.1,4
1057549,1,0,0,10,6,6,1,0,0,59,0.45,4
1057551,1,0,0,13,7,2,1,0,1,70,0.69,3
1058161,1,0,0,13,6,3,1,0,0,66,0.18,3
1058163,1,0,0,11,2,5,0,0,0,78,0.14,3
1058164,1,0,0,13,14,2,0,0,1,58,0.72,3
1058756,1,0,0,12,10,4,1,0,0,56,0.41,4
1058757,1,0,0,10,6,8,1,0,0,56,0.4,3
1058758,1,0,0,11,9,5,1,1,0,54,0.65,3
1058759,1,0,0,15,13,5,0,0,0,41,1.3,4
1058760,1,0,0,10,8,2,0,0,1,58,0.39,3
1058761,1,0,0,15,14,2,1,0,1,50,0.83,4
1058762,1,0,0,13,3,2,1,0,1,71,0.06,3
1058831,1,0,0,13,9,1,0,0,1,38,0.78,4
1059573,1,0,0,10,7,2,0,0,1,62,0.33,3
1059577,1,0,0,12,9,5,0,1,0,62,0.39,3
1059930,1,0,0,12,4,2,0,0,0,53,0.1,4
1059934,1,0,0,12,13,2,1,0,1,70,0.2,4
1059935,1,0,0,13,11,6,0,1,0,52,0.72,3
1060266,1,0,0,10,11,5,1,1,0,49,0.54,4
1060269,1,0,0,10,7,6,1,1,0,54,0.2,3
1060270,1,0,0,12,8,6,1,0,0,76,0.41,4
1060273,0,1,0,13,8,3,1,0,1,52,0.93,4
1060576,1,0,0,12,14,6,0,1,0,62,0.47,3
1061037,1,0,0,13,4,4,1,0,1,64,0.06,1
1061041,1,0,0,12,6,5,0,0,0,71,0.07,3
1061042,1,0,0,9,5,4,0,0,1,61,0.19,3
1061044,1,0,0,10,10,4,0,0,0,62,0.47,3
1062343,1,0,0,12,13,2,1,0,1,62,0.33,4
1096139,1,0,0,9,2,4,0,0,0,45,0.27,4
1096140,1,0,0,13,3,2,0,0,1,56,0.06,3
1096221,1,0,0,13,16,5,0,0,0,67,0.62,3
1096223,0,0,1,12,14,5,1,0,1,53,1.51,3
1096225,1,0,0,11,6,6,1,0,1,51,1.31,4
1096226,1,0,0,12,7,2,0,0,1,27,2.36,3
1096227,1,0,0,13,4,2,1,0,1,38,0.33,3
1096228,1,0,0,15,10,2,0,0,1,75,0.14,4
1096229,1,0,0,12,4,3,0,0,1,57,0.18,4
1096232,1,0,0,10,2,8,0,0,0,65,0.14,3
1096233,1,0,0,11,5,6,0,1,0,78,0.59,3
1096418,1,0,0,12,3,1,0,0,0,27,0.28,3
1096421,1,0,0,9,3,3,0,0,0,62,0.18,2
1096422,1,0,0,13,7,3,0,0,0,33,0.83,4
1096426,1,0,0,13,5,2,1,0,1,54,0.12,3
1096427,1,0,0,13,11,2,0,0,0,78,0.56,4
1096429,0,0,0,11,11,6,1,0,1,41,1.98,3
1096430,1,0,0,9,6,5,0,0,0,50,1.75,3
1096431,1,0,0,10,11,4,1,0,1,56,0.22,2
1096434,0,1,0,13,12,4,1,0,1,49,1.38,4
1096435,1,0,0,11,9,6,0,0,0,62,0.53,3
1096436,1,0,0,13,9,4,0,1,0,29,0.9,3
1096440,1,0,0,12,8,4,0,1,0,62,0.78,4
1096445,0,0,0,13,2,6,0,1,0,60,0.07,1
1096449,1,0,0,10,2,6,0,1,0,56,0.18,3
1096452,1,0,0,15,7,2,1,0,1,40,0.34,3
1096454,1,0,0,13,8,3,0,0,0,40,0.12,3
1096455,1,0,0,10,2,7,1,1,0,63,0.11,2
1096456,1,0,0,11,1,2,1,0,0,42,0.62,3
1096458,1,0,0,13,11,4,1,0,1,60,0.46,3
1096464,1,0,0,10,11,4,0,0,0,69,0.54,4
1096465,1,0,0,11,9,2,0,0,0,44,7.38,4
1096466,1,0,0,12,10,4,1,0,0,73,0.46,3
1096580,1,0,0,11,11,7,1,1,0,53,3.06,3
1096584,1,0,0,13,11,2,0,0,1,80,0.34,3
1096585,0,0,0,12,7,2,1,0,1,26,0.95,3
1096590,1,0,0,10,2,8,1,0,1,45,0.16,3
1096594,1,0,0,10,3,6,1,0,0,66,0.13,3
1096595,1,0,0,10,3,2,1,0,0,75,0.43,3
1096597,1,0,0,13,5,7,1,1,0,68,0.18,3
1096598,1,0,0,10,4,6,0,0,0,59,0.11,3
1096603,1,0,0,12,16,4,1,0,1,55,0.59,4
1096604,0,1,0,10,3,8,1,0,1,35,0.95,3
1096607,1,0,0,8,1,5,0,0,1,57,0.86,2
1096608,1,0,0,5,3,6,0,0,0,81,1.11,3
1096609,1,0,0,9,4,8,1,0,0,34,1.55,4
1096610,0,1,0,12,7,2,0,0,1,58,0.36,3
1096688,1,0,0,12,3,1,0,0,0,29,0.57,3
1096691,1,0,0,12,12,2,1,0,1,65,0.87,4
1096693,1,0,0,15,13,2,1,0,1,50,0.78,3
1096697,1,0,0,12,6,6,0,1,0,32,0.74,3
1096700,1,0,0,9,3,2,0,0,1,72,0.4,4
1096702,1,0,0,12,6,4,1,1,0,65,0.06,4
1096703,1,0,0,12,4,6,0,1,0,29,0.93,3
1096704,1,0,0,8,4,6,0,0,0,87,0.18,3
1096793,1,0,0,12,12,2,1,0,1,29,0.92,4
1096794,1,0,0,12,3,5,1,0,1,72,0.13,2
1096796,1,0,0,10,4,4,1,0,1,56,1.05,2
1096797,0,1,0,12,2,2,0,0,1,58,0.78,4
1096798,0,1,0,8,3,4,1,0,1,75,0.28,2
1096799,1,0,0,12,11,5,1,0,1,87,0.4,1
1096800,1,0,0,12,9,4,0,0,0,35,2.05,3
1096946,1,0,0,11,12,5,0,0,0,65,1.74,3
1096948,0,0,1,12,5,4,0,0,1,43,0.25,3
1096949,1,0,0,13,11,6,0,1,0,83,0.48,4
1096952,1,0,0,15,9,1,0,0,1,62,0.15,3
1096954,1,0,0,10,4,6,0,1,0,53,0.11,3
1096955,1,0,0,9,2,2,1,0,1,63,0.16,3
1096964,1,0,0,10,4,4,0,1,0,32,2.15,3
1096966,1,0,0,15,8,4,0,0,0,64,0.15,3
1096969,1,0,0,10,3,5,0,0,0,28,3.33,3
1097075,0,0,0,12,2,8,1,0,1,25,0.34,2
1097076,1,0,0,10,6,7,1,1,0,54,0.27,3
1097078,1,0,0,9,1,1,1,0,1,26,2.38,3
1097079,1,0,0,13,4,3,1,0,1,43,0.68,1
1097081,1,0,0,12,2,4,1,0,1,80,0.21,2
1097082,1,0,0,13,5,2,1,0,0,66,0.21,3
1097086,1,0,0,11,13,8,1,0,0,53,1.24,3
1097087,1,0,0,9,10,6,0,1,0,53,1.26,3
1097089,1,0,0,9,4,5,1,0,0,64,0.6,4
1097090,1,0,0,12,9,7,0,1,0,73,0.3,3
1097176,1,0,0,13,3,2,1,0,1,78,1.56,4
1097181,1,0,0,12,11,6,1,1,0,60,0.37,3
1097182,1,0,0,9,3,8,1,0,0,25,1.52,3
1097184,0,1,0,13,7,3,1,0,1,81,0.39,4
1097245,1,0,0,9,4,8,0,0,0,45,1.71,4
1097247,1,0,0,12,4,2,1,0,1,59,0.22,3
1097357,1,0,0,11,6,6,0,1,0,59,1.09,3
1097359,0,1,0,13,3,4,1,0,1,29,1.32,3
1098484,1,0,0,10,6,7,1,1,0,34,0.62,4
1098485,1,0,0,9,2,7,0,0,0,33,1.25,3
1098769,1,0,0,12,12,6,0,0,0,67,0.48,4
1098773,1,0,0,10,2,3,1,1,0,58,0.06,2
1098774,1,0,0,9,6,4,0,0,0,82,0.72,4
1099095,1,0,0,14,7,2,1,0,1,54,5.46,4
1099096,1,0,0,9,4,8,1,0,0,63,1.22,3
1099097,1,0,0,11,11,6,1,1,0,62,1.36,3
1099098,1,0,0,9,3,7,0,1,0,76,0.81,3
1099102,0,1,0,11,6,4,1,0,1,61,0.19,4
1099103,1,0,0,12,5,2,1,0,1,24,0.74,3
1099534,1,0,0,11,8,4,0,0,1,60,0.99,4
1099535,1,0,0,9,5,2,1,0,1,72,0.74,3
1099536,1,0,0,13,6,4,1,0,1,43,0.34,3
1099537,1,0,0,11,5,5,0,1,0,33,0.41,4
1099538,0,0,1,14,11,6,0,0,0,77,0.15,3
1099539,1,0,0,13,4,6,1,1,0,81,0.21,3
1101653,0,0,0,10,3,6,1,0,0,27,0.45,3
1101655,1,0,0,8,5,8,0,0,0,60,7.38,4
1101656,1,0,0,12,4,7,1,1,0,67,0.21,4
1101658,1,0,0,7,12,2,1,0,0,30,7.38,4
1102524,1,0,0,9,1,5,0,0,0,66,2.79,2
1102526,1,0,0,8,4,8,0,0,1,49,7.38,3
1102534,1,0,0,15,10,2,0,0,1,75,0.52,4
1102536,1,0,0,13,11,2,1,0,1,45,0.78,4
1102541,1,0,0,10,8,5,1,0,0,47,1.03,3
1102542,1,0,0,14,13,5,0,0,0,68,0.52,4
1102543,1,0,0,10,3,8,1,0,0,61,0.12,2
1102545,1,0,0,13,6,3,1,0,1,67,0.33,3
1102547,0,1,0,10,3,2,1,0,1,54,0.11,3
1102548,1,0,0,11,5,2,1,0,1,74,0.12,1
1102549,1,0,0,12,8,2,1,0,1,86,0.12,3
1102551,1,0,0,10,2,6,1,0,0,75,0.06,4
1102552,1,0,0,10,1,8,1,1,0,58,0.12,2
1102555,1,0,0,12,10,2,1,0,1,42,1.12,4
1102559,1,0,0,8,4,4,0,0,0,51,0.15,4
1102563,1,0,0,3,4,3,0,0,0,71,2.01,4
1102565,1,0,0,11,1,8,0,0,0,58,0.23,2
1102567,1,0,0,12,11,6,0,1,0,69,0.81,4
1102569,1,0,0,13,5,4,0,0,0,68,0.08,2
1102574,1,0,0,10,4,7,1,1,0,67,0.46,3
1102578,0,0,0,12,13,8,0,1,0,49,0.62,3
1102579,1,0,0,15,11,3,0,0,0,47,0.68,4
1102580,1,0,0,13,9,4,1,0,1,45,0.71,3
1102581,1,0,0,13,10,4,1,0,0,69,0.24,4
1103506,1,0,0,11,2,6,1,0,0,48,0.2,3
1104203,1,0,0,9,4,4,1,0,0,30,7.38,3
1106235,1,0,0,14,11,6,0,1,0,83,1.02,4
1106238,1,0,0,10,8,6,0,1,0,77,0.28,3
1106239,1,0,0,9,7,7,0,1,0,52,2.73,3
1106243,1,0,0,9,4,6,1,1,0,79,0.89,2
1106244,1,0,0,10,4,6,1,1,0,61,0.62,3
1106246,1,0,0,10,6,7,1,1,0,84,0.43,2
1106247,1,0,0,12,14,6,0,1,0,58,1.01,4
1106249,1,0,0,12,6,4,0,0,0,62,0.22,4
1106250,0,1,0,12,8,4,0,0,1,54,0.86,4
1106253,1,0,0,9,5,6,1,1,0,57,2.01,4
1106254,1,0,0,11,6,5,1,1,0,70,0.76,3
1106255,1,0,0,12,6,6,1,1,0,66,0.39,3
1106967,1,0,0,12,11,2,0,0,0,59,0.81,4
1106970,1,0,0,12,8,7,1,1,0,71,0.36,4
1107398,1,0,0,10,11,3,1,0,1,48,2.14,4
1110032,1,0,0,10,3,6,1,1,0,55,0.36,4
1110033,1,0,0,12,6,3,0,0,1,51,0.38,2
1114947,1,0,0,11,2,6,0,0,0,65,0.14,3
1115273,0,1,0,10,3,3,1,0,1,59,0.2,1